276,1417,327,393,0,413,195,548,169,611,186,325
522,599,337,583,466,289,282,470,245,414,0,222
447,612,277,144,491,325,213,0,538,438,436,480
280,632,199,370,0,405,266,605,96,526,196,212
441,506,293,280,290,444,159,370,200,228,0,394
496,588,346,0,526,277,311,342,414,223,190,723
385,357,432,141,395,363,417,127,413,393,255,0
328,457,464,374,401,216,209,0,407,320,360,406
496,582,327,1489,531,325,457,617,139,431,0,323
389,415,465,0,302,236,444,350,437,410,247,337
232,301,384,750,384,364,379,218,443,361,267,0
350,363,211,286,287,419,159,375,220,329,0,367
204,441,269,446,0,465,357,489,87,399,271,174
514,487,347,531,517,330,482,567,84,382,0,216
496,434,421,113,466,510,219,0,453,366,301,485
483,485,466,0,404,544,278,500,386,511,276,457
257,302,560,149,508,461,485,162,385,489,269,0
475,466,484,450,0,638,271,403,74,477,275,241
459,420,384,548,349,569,190,454,272,250,0,503
361,465,482,92,415,238,237,0,529,360,266,458
399,691,368,574,424,319,472,451,98,366,0,298
347,287,367,104,418,405,413,99,397,338,238,0
461,442,410,0,363,419,229,374,297,489,251,402
396,471,333,704,444,326,338,414,92,457,0,584
593,384,270,380,0,376,426,307,64,332,214,437
419,373,289,239,257,347,192,339,261,274,0,519
462,457,520,146,596,301,315,0,623,433,307,459
307,272,466,133,517,409,557,104,439,430,258,0
441,446,440,0,415,274,373,470,337,465,237,418
437,442,425,347,367,544,216,413,306,284,0,444
302,453,473,393,0,497,402,405,61,467,319,180
361,462,339,579,517,315,303,624,94,353,0,428
417,396,378,0,417,408,258,382,372,422,275,442
447,465,381,168,480,304,277,0,445,421,249,424
362,303,565,129,457,417,420,193,409,364,262,0
398,419,352,737,339,505,210,368,289,266,0,468
345,457,454,435,0,587,316,416,42,512,250,203
447,445,472,103,425,284,199,0,334,365,256,376
374,438,409,0,468,327,470,335,363,434,286,359
408,435,339,620,586,283,237,408,80,251,0,302
284,278,463,123,433,415,438,172,429,333,291,0
387,477,327,353,385,449,191,356,242,280,0,395
275,442,308,495,0,354,386,317,58,631,212,167
555,844,412,437,391,366,436,318,142,380,0,219
560,303,659,116,269,281,206,158,182,293,136,0
303,399,818,485,324,263,400,0,312,364,137,220
517,298,490,0,243,297,406,229,224,561,120,212
212,372,232,413,0,210,505,273,71,472,131,146
377,273,304,213,220,288,456,285,215,248,0,221
256,392,493,531,342,211,195,0,238,198,151,222
329,362,234,271,332,424,338,313,101,508,0,215
336,298,372,0,424,206,136,237,214,159,151,289
237,411,332,101,274,348,226,94,197,193,178,0
271,268,141,221,237,355,130,248,145,274,0,286
262,389,344,229,0,231,374,274,53,484,143,114
709,1213,347,567,417,404,340,444,145,276,0,348
507,927,407,675,887,441,281,0,413,350,307,364
234,332,532,368,329,344,346,142,351,281,264,0
669,1250,594,0,842,386,419,220,343,502,260,370
307,471,252,523,0,303,512,393,67,341,175,104
398,622,480,368,404,457,317,340,188,419,0,356
665,376,344,408,395,337,374,414,80,278,0,211
335,452,398,190,383,369,268,0,464,305,212,314
375,1042,615,0,623,335,320,389,371,290,229,354
402,410,389,202,418,397,388,236,392,533,232,0
399,763,385,630,0,389,458,713,125,411,142,139
374,952,457,860,431,381,883,299,240,358,0,382
346,424,303,611,360,385,294,0,292,291,216,353
379,468,387,547,507,565,626,378,134,492,0,252
549,603,239,0,394,319,210,236,331,311,145,510
304,453,389,466,0,520,558,682,100,449,146,159
423,476,437,414,651,390,207,391,180,558,0,447
462,1226,493,166,455,415,362,197,442,314,233,0
372,532,284,228,391,375,181,0,274,327,217,331
408,989,322,474,352,367,399,436,105,334,0,422
252,280,410,116,429,301,349,188,301,319,416,0
321,631,515,0,571,265,507,328,318,298,212,513
420,386,692,317,321,418,369,363,171,300,0,344
418,696,419,395,0,423,500,664,106,460,181,346
1378,452,438,758,576,345,450,571,172,440,0,280
633,504,256,880,501,379,261,0,351,442,285,394
436,573,225,0,548,296,306,441,529,1134,250,453
246,881,346,436,366,335,379,229,337,305,242,0
285,458,339,343,0,511,471,314,431,572,207,537
328,406,336,406,852,833,162,374,234,517,0,419
459,804,405,518,516,314,474,512,128,229,0,199
402,576,531,0,565,245,437,334,343,869,188,430
390,615,500,214,548,553,273,0,411,408,383,411
300,357,442,642,527,423,482,281,706,311,229,0
347,542,416,422,0,422,314,401,93,548,209,225
349,480,326,577,563,296,320,469,166,244,0,283
447,430,285,542,758,427,182,399,316,738,0,420
420,691,438,833,502,298,362,0,418,323,240,429
307,1094,417,179,445,416,449,156,457,307,301,0
491,464,381,0,467,325,465,666,371,536,208,469
403,448,419,839,0,531,281,514,126,466,189,378
517,483,478,1028,517,575,209,409,366,298,0,642
549,687,393,521,551,320,439,496,267,307,0,316
439,571,385,244,479,313,206,0,388,542,262,416
288,277,452,239,400,414,387,157,587,248,314,0
493,499,231,0,623,309,263,444,781,432,270,462
494,463,322,427,377,431,158,421,302,229,0,463
295,589,449,450,0,446,208,604,125,450,263,531
349,969,717,548,644,379,395,501,112,477,0,206
426,417,304,279,486,287,199,0,433,473,357,421
625,507,505,0,661,337,288,285,504,338,217,481
350,287,453,536,460,399,450,135,555,290,300,0
339,486,523,404,0,423,203,501,80,552,309,406
451,442,504,477,422,502,169,425,282,281,0,423
669,418,308,546,467,326,747,478,494,280,0,547
324,447,509,491,484,309,305,0,430,318,361,379
317,516,419,0,392,516,283,563,350,370,275,564
209,409,361,952,544,433,353,494,354,266,259,0
202,420,360,347,0,378,299,366,81,400,312,514
574,359,255,295,589,486,312,684,436,213,0,543
368,393,435,144,481,306,259,0,366,298,431,402
524,479,402,617,531,409,382,587,135,385,0,419
319,422,439,0,408,317,287,278,442,595,198,376
316,261,417,148,457,363,358,144,444,406,318,0
298,390,485,362,0,544,325,405,80,381,309,172
407,353,362,345,255,381,221,397,254,255,0,396
594,469,396,596,529,419,514,487,105,479,0,368
418,444,513,549,395,446,344,0,418,361,400,403
429,546,488,0,539,530,296,315,359,516,321,413
244,559,501,162,381,332,409,109,402,298,318,0
532,492,457,804,0,466,333,546,144,454,244,166
414,358,357,634,510,503,316,420,503,221,0,363
384,423,447,448,430,274,225,0,357,327,285,346
482,484,408,1221,534,712,429,509,111,239,0,335
334,436,419,0,410,274,333,352,350,338,235,368
201,198,419,141,351,330,337,124,368,263,250,0
198,453,291,304,0,430,353,477,93,336,283,530
565,341,258,308,240,405,184,456,343,216,0,409
396,542,462,163,425,244,264,0,413,380,297,406
656,483,445,775,415,613,583,480,95,263,0,414
226,272,372,133,345,331,375,117,438,279,287,0
451,432,352,0,445,434,295,297,400,360,251,438
423,397,357,415,607,376,224,374,319,255,0,397
436,514,377,516,550,256,461,462,97,352,0,196
320,536,378,179,367,328,122,0,401,447,161,343
563,516,489,521,0,478,269,485,77,383,312,119
344,250,228,0,292,187,163,401,216,397,112,291
294,257,287,240,374,335,284,124,309,478,163,0
241,269,166,257,245,222,136,208,121,133,0,369
269,320,357,448,0,333,406,324,39,468,103,98
294,323,345,0,316,149,253,249,244,401,404,322
306,439,307,447,466,262,330,566,86,304,0,160
268,286,320,149,286,202,168,0,306,314,111,302
293,331,322,256,294,444,316,91,374,376,141,0
406,442,404,537,0,432,384,422,93,389,166,127
334,487,220,582,417,229,258,338,151,265,0,172
346,282,294,509,370,493,480,338,228,317,0,333
408,408,582,169,518,236,231,0,469,363,165,431
481,437,418,117,357,420,384,167,505,431,247,0
654,775,317,0,423,571,332,343,317,325,161,530
547,547,317,710,0,391,351,360,105,705,303,283
460,420,315,510,406,279,337,371,134,230,0,529
867,425,251,330,318,374,269,353,205,644,0,584
436,463,362,181,384,209,198,0,357,411,170,369
930,516,327,232,461,352,406,257,507,488,196,0
375,571,398,0,405,305,167,228,574,465,134,717
375,398,173,423,326,557,154,363,219,291,0,389
320,476,293,375,0,436,455,532,115,425,192,379
539,367,950,641,518,381,397,391,85,383,0,252
452,780,473,112,404,260,176,0,338,493,196,433
397,330,396,113,417,345,360,116,442,275,232,0
646,585,373,0,442,507,186,325,322,325,196,508
436,371,239,546,219,535,294,446,239,253,0,553
591,447,418,334,0,390,406,350,389,444,141,297
